iter	Logloss
0	0.6382647849
1	0.6326898476
2	0.6016947884
3	0.5784808054
4	0.5369496222
5	0.5186450696
6	0.4992119346
7	0.4397857825
8	0.4237478103
9	0.4001752114
10	0.3899030679
11	0.3751803388
12	0.3671653491
13	0.3602764689
14	0.3504419305
15	0.3430916139
16	0.3381148925
17	0.3364982176
18	0.326107288
19	0.3155459094
20	0.3038772709
21	0.2975519981
22	0.2892812171
23	0.2809891343
24	0.2641977231
25	0.2592245028
26	0.2566229344
27	0.2558858419
28	0.2505557345
29	0.2440085792
30	0.2413172908
31	0.23355973
32	0.2302934921
33	0.2200114932
34	0.2130022912
35	0.2045829142
36	0.2031390781
37	0.2000529118
38	0.1844543131
39	0.1800437013
40	0.1717226963
41	0.1688981177
42	0.1678148734
43	0.1663885142
44	0.1581217953
45	0.1524340897
46	0.1496653581
47	0.1445320253
48	0.1417170724
49	0.1406828604
50	0.133894503
51	0.1290025108
52	0.1274316036
53	0.1198392748
54	0.1171990662
55	0.1130479903
56	0.1109490759
57	0.1099630839
58	0.1090268378
59	0.1033390481
60	0.1008463279
61	0.09599997169
62	0.09303793127
63	0.09159271565
64	0.08927042908
65	0.08463190341
66	0.08410744547
67	0.079870034
68	0.07965528815
69	0.07883618768
70	0.07737287327
71	0.07682841857
72	0.07656269276
73	0.07326945291
74	0.0728103596
75	0.07240002376
76	0.07114285919
77	0.06943726603
78	0.06927787301
79	0.06898576598
80	0.06770882453
81	0.06662126044
82	0.0656373749
83	0.06458503441
84	0.06409664479
85	0.06308823893
86	0.06075532548
87	0.05996219254
88	0.05981100956
89	0.0594341105
90	0.05754032729
91	0.05691499848
92	0.05587521881
93	0.05557365327
94	0.05465125609
95	0.05380097329
96	0.05298440476
97	0.05290390926
98	0.05145005906
99	0.05100012076
100	0.04970914423
101	0.04945901979
102	0.04906239683
103	0.04870380023
104	0.04755383597
105	0.04725387664
106	0.04614475787
107	0.0459447517
108	0.04577939602
109	0.04521098179
110	0.04482369086
111	0.04385121504
112	0.04296416694
113	0.04271528932
114	0.04159161859
115	0.04092345741
116	0.04080641505
117	0.04069738072
118	0.0397119228
119	0.03967968059
120	0.03877017708
121	0.03792738877
122	0.03789843244
123	0.03775467508
124	0.0376250484
125	0.03750795288
126	0.03715527286
127	0.03684702633
128	0.03657617347
129	0.03640841563
130	0.03616735655
131	0.03567372233
132	0.03477864167
133	0.03395249157
134	0.03327208155
135	0.03316830791
136	0.03294943018
137	0.03281619985
138	0.03261994685
139	0.03257017472
140	0.03247575626
141	0.03239031249
142	0.03165225564
143	0.03157565836
144	0.03150607691
145	0.03131407023
146	0.03111230257
147	0.03043308513
148	0.03025791604
149	0.02978408609
150	0.02973300413
151	0.02962951966
152	0.02945313282
153	0.02911766782
154	0.02836904298
155	0.02768249264
156	0.02753119005
157	0.02700819521
158	0.02651859252
159	0.02644458537
160	0.02639722832
161	0.02635318048
162	0.02579114159
163	0.02572031588
164	0.02529480606
165	0.02515013171
166	0.02508481976
167	0.02494425019
168	0.02481878696
169	0.02470640593
170	0.0246053767
171	0.02409624591
172	0.02392699957
173	0.02389629454
174	0.02342458206
175	0.02307193936
176	0.02292402684
177	0.02289351623
178	0.02280388057
179	0.02265585401
180	0.0226287892
181	0.02230462738
182	0.02199647472
183	0.02197376664
184	0.02168159293
185	0.02126642525
186	0.02112923505
187	0.02105248618
188	0.02103025897
189	0.02100923304
190	0.02063657488
191	0.02027305659
192	0.02017293859
193	0.02014976335
194	0.01990475871
195	0.01958664247
196	0.01951614951
197	0.01949471847
198	0.01936888326
199	0.01914920571
